State,year,winner_name,winner_party,total_votes,winner_votes,winner_percent,party_lean,PVI,key,Abbreviation,PVI_rank
New Hampshire,1928,"Hoover, Herbert                   ",Republican,196757,115404,0.586530594,Republican,4.59E-04,Republican 0-4%,NH,1
New Mexico,1928,"Hoover, Herbert                   ",Republican,118014,69645,0.590141848,Republican,0.002953605,Republican 0-4%,NM,6
Kentucky,1928,"Hoover, Herbert                   ",Republican,941274,558734,0.593593364,Republican,0.006542439,Republican 0-4%,KY,7
Indiana,1928,"Hoover, Herbert                   ",Republican,1421314,848290,0.596835041,Republican,0.01322643,Republican 0-4%,IN,10
New Jersey,1928,"Hoover, Herbert                   ",Republican,1549381,926050,0.597690303,Republican,0.01235109,Republican 0-4%,NJ,9
South Dakota,1928,"Hoover, Herbert                   ",Republican,261865,157603,0.601848281,Republican,0.017573447,Republican 0-4%,SD,13
Arkansas,1928,"Smith, Al                         ",Democratic,197693,119196,0.602934854,Democratic,0.193198061,Democratic 9% or more,AR,45
Iowa,1928,"Hoover, Herbert                   ",Republican,1009489,623570,0.617708563,Republican,0.033799258,Republican 0-4%,IA,16
Nebraska,1928,"Hoover, Herbert                   ",Republican,547144,345745,0.631908602,Republican,0.047927272,Republican 4-9%,NE,22
Wyoming,1928,"Hoover, Herbert                   ",Republican,82835,52748,0.636783968,Republican,0.054920404,Republican 4-9%,WY,26
Oklahoma,1928,"Hoover, Herbert                   ",Republican,618427,394046,0.637174638,Republican,0.054605645,Republican 4-9%,OK,25
Oregon,1928,"Hoover, Herbert                   ",Republican,319942,205341,0.641806953,Republican,0.064800323,Republican 4-9%,OR,29
Idaho,1928,"Hoover, Herbert                   ",Republican,151541,97322,0.642215638,Republican,0.059763001,Republican 4-9%,ID,27
California,1928,"Hoover, Herbert                   ",Republican,1796656,1162323,0.646936865,Republican,0.066228319,Republican 4-9%,CA,31
Colorado,1928,"Hoover, Herbert                   ",Republican,392242,253872,0.647233086,Republican,0.068015517,Republican 4-9%,CO,32
Ohio,1928,"Hoover, Herbert                   ",Republican,2508346,1627546,0.648852272,Republican,0.065192903,Republican 4-9%,OH,30
Delaware,1928,"Hoover, Herbert                   ",Republican,105891,68860,0.650291337,Republican,0.064703464,Republican 4-9%,DE,28
Pennsylvania,1928,"Hoover, Herbert                   ",Republican,3150610,2055382,0.652375889,Republican,0.070170798,Republican 4-9%,PA,34
Vermont,1928,"Hoover, Herbert                   ",Republican,135191,90404,0.668713154,Republican,0.082454585,Republican 4-9%,VT,36
Washington,1928,"Hoover, Herbert                   ",Republican,500840,335844,0.670561457,Republican,0.093776777,Republican 9% or more,WA,39
Maine,1928,"Hoover, Herbert                   ",Republican,262171,179923,0.686281091,Republican,0.101111456,Republican 9% or more,ME,40
Michigan,1928,"Hoover, Herbert                   ",Republican,1372082,965396,0.703599348,Republican,0.120746022,Republican 9% or more,MI,42
Kansas,1928,"Hoover, Herbert                   ",Republican,713200,513672,0.720235558,Republican,0.13890637,Republican 9% or more,KS,43
Louisiana,1928,"Smith, Al                         ",Democratic,215833,164655,0.762881487,Democratic,0.350924513,Democratic 9% or more,LA,46
Mississippi,1928,"Smith, Al                         ",Democratic,151692,124539,0.82099913,Democratic,0.408978528,Democratic 9% or more,MS,47
South Carolina,1928,"Smith, Al                         ",Democratic,68605,62700,0.913927556,Democratic,0.502533498,Democratic 9% or more,SC,48
Connecticut,1932,"Hoover, Herbert                   ",Republican,594183,288420,0.485406011,Republican,0.097444561,Republican 9% or more,CT,30
New Jersey,1932,"Roosevelt, Franklin (FDR)         ",Democratic,1630063,806630,0.494845905,Republican,0.081712002,Republican 4-9%,NJ,28
Ohio,1932,"Roosevelt, Franklin (FDR)         ",Democratic,2609728,1301695,0.498785697,Republican,0.076786173,Republican 4-9%,OH,25
New Hampshire,1932,"Hoover, Herbert                   ",Republican,205520,103629,0.504228299,Republican,0.098707728,Republican 9% or more,NH,31
Delaware,1932,"Hoover, Herbert                   ",Republican,112901,57073,0.50551368,Republican,0.103852468,Republican 9% or more,DE,34
Massachusetts,1932,"Roosevelt, Franklin (FDR)         ",Democratic,1580114,800148,0.506386248,Republican,0.070936196,Republican 4-9%,MA,24
Pennsylvania,1932,"Hoover, Herbert                   ",Republican,2859177,1453540,0.508377061,Republican,0.120149145,Republican 9% or more,PA,36
Michigan,1932,"Roosevelt, Franklin (FDR)         ",Democratic,1664765,871700,0.523617448,Republican,0.050597665,Republican 4-9%,MI,21
Kansas,1932,"Roosevelt, Franklin (FDR)         ",Democratic,791978,424204,0.53562599,Republican,0.043212441,Republican 4-9%,KS,18
New York,1932,"Roosevelt, Franklin (FDR)         ",Democratic,4688614,2534959,0.540662763,Republican,0.024756266,Republican 0-4%,NY,10
West Virginia,1932,"Roosevelt, Franklin (FDR)         ",Democratic,743774,405124,0.544686961,Republican,0.040942037,Republican 4-9%,WV,17
Indiana,1932,"Roosevelt, Franklin (FDR)         ",Democratic,1576927,862054,0.54666703,Republican,0.031438277,Republican 0-4%,IN,13
Colorado,1932,"Roosevelt, Franklin (FDR)         ",Democratic,457696,250877,0.5481302,Republican,0.021955151,Republican 0-4%,CO,8
Rhode Island,1932,"Roosevelt, Franklin (FDR)         ",Democratic,266170,146604,0.550790848,Republican,0.031655686,Republican 0-4%,RI,14
Illinois,1932,"Roosevelt, Franklin (FDR)         ",Democratic,3407926,1882304,0.552331242,Republican,0.023686817,Republican 0-4%,IL,9
Maine,1932,"Hoover, Herbert                   ",Republican,298444,166631,0.558332552,Republican,0.155313306,Republican 9% or more,ME,39
Wyoming,1932,"Roosevelt, Franklin (FDR)         ",Democratic,96962,54370,0.560735133,Republican,0.012797116,Republican 0-4%,WY,4
Utah,1932,"Roosevelt, Franklin (FDR)         ",Democratic,206578,116750,0.565161827,Republican,0.012215618,Republican 0-4%,UT,3
Washington,1932,"Roosevelt, Franklin (FDR)         ",Democratic,614814,353260,0.57458028,Democratic,0.037192066,Democratic 0-4%,WA,15
Vermont,1932,"Hoover, Herbert                   ",Republican,136980,78984,0.576609724,Republican,0.175475931,Republican 9% or more,VT,41
Iowa,1932,"Roosevelt, Franklin (FDR)         ",Democratic,1036687,598019,0.576855888,Republican,8.27E-04,Republican 0-4%,IA,1
Oregon,1932,"Roosevelt, Franklin (FDR)         ",Democratic,368808,213871,0.579897941,Democratic,0.01976139,Democratic 0-4%,OR,7
California,1932,"Roosevelt, Franklin (FDR)         ",Democratic,2267966,1324157,0.583852227,Democratic,0.018141433,Democratic 0-4%,CA,6
Idaho,1932,"Roosevelt, Franklin (FDR)         ",Democratic,186625,109479,0.586625586,Democratic,0.013713377,Democratic 0-4%,ID,5
Montana,1932,"Roosevelt, Franklin (FDR)         ",Democratic,216479,127286,0.58798313,Democratic,0.028316064,Democratic 0-4%,MT,11
Kentucky,1932,"Roosevelt, Franklin (FDR)         ",Democratic,983063,580574,0.590576596,Democratic,0.003792736,Democratic 0-4%,KY,2
Minnesota,1932,"Roosevelt, Franklin (FDR)         ",Democratic,1002843,600806,0.599102751,Democratic,0.031257827,Democratic 0-4%,MN,12
Maryland,1932,"Roosevelt, Franklin (FDR)         ",Democratic,511054,314314,0.615030897,Democratic,0.03903137,Democratic 0-4%,MD,16
New Mexico,1932,"Roosevelt, Franklin (FDR)         ",Democratic,151606,95089,0.627211324,Democratic,0.045382549,Democratic 4-9%,NM,19
Nebraska,1932,"Roosevelt, Franklin (FDR)         ",Democratic,570137,359082,0.629817044,Democratic,0.049430713,Democratic 4-9%,NE,20
Wisconsin,1932,"Roosevelt, Franklin (FDR)         ",Democratic,1114808,707410,0.6345577,Democratic,0.078944129,Democratic 4-9%,WI,26
South Dakota,1932,"Roosevelt, Franklin (FDR)         ",Democratic,288438,183515,0.63623725,Democratic,0.057598332,Democratic 4-9%,SD,23
Missouri,1932,"Roosevelt, Franklin (FDR)         ",Democratic,1609894,1025406,0.636940072,Democratic,0.053370453,Democratic 4-9%,MO,22
Tennessee,1932,"Roosevelt, Franklin (FDR)         ",Democratic,390256,259473,0.664878951,Democratic,0.080327522,Democratic 4-9%,TN,27
Arizona,1932,"Roosevelt, Franklin (FDR)         ",Democratic,118251,79264,0.670303,Democratic,0.095562884,Democratic 9% or more,AZ,29
Virginia,1932,"Roosevelt, Franklin (FDR)         ",Democratic,297942,203979,0.684626538,Democratic,0.103222785,Democratic 9% or more,VA,33
Nevada,1932,"Roosevelt, Franklin (FDR)         ",Democratic,41430,28756,0.694086411,Democratic,0.102595693,Democratic 9% or more,NV,32
North Dakota,1932,"Roosevelt, Franklin (FDR)         ",Democratic,256290,178350,0.695891373,Democratic,0.121561312,Democratic 9% or more,ND,37
North Carolina,1932,"Roosevelt, Franklin (FDR)         ",Democratic,711501,497566,0.699318764,Democratic,0.113366841,Democratic 9% or more,NC,35
Oklahoma,1932,"Roosevelt, Franklin (FDR)         ",Democratic,704633,516468,0.732960279,Democratic,0.14146956,Democratic 9% or more,OK,38
Florida,1932,"Roosevelt, Franklin (FDR)         ",Democratic,276252,206307,0.746807263,Democratic,0.157417539,Democratic 9% or more,FL,40
Alabama,1932,"Roosevelt, Franklin (FDR)         ",Democratic,245354,207910,0.847387856,Democratic,0.265569694,Democratic 9% or more,AL,42
Arkansas,1932,"Roosevelt, Franklin (FDR)         ",Democratic,220562,189602,0.859631305,Democratic,0.277968031,Democratic 9% or more,AR,43
Texas,1932,"Roosevelt, Franklin (FDR)         ",Democratic,863426,760348,0.880617447,Democratic,0.29437879,Democratic 9% or more,TX,44
Georgia,1932,"Roosevelt, Franklin (FDR)         ",Democratic,255590,234118,0.915990453,Democratic,0.330302644,Democratic 9% or more,GA,45
Louisiana,1932,"Roosevelt, Franklin (FDR)         ",Democratic,268804,249418,0.927880537,Democratic,0.338233329,Democratic 9% or more,LA,46
Mississippi,1932,"Roosevelt, Franklin (FDR)         ",Democratic,146034,140168,0.959831272,Democratic,0.372870676,Democratic 9% or more,MS,47
South Carolina,1932,"Roosevelt, Franklin (FDR)         ",Democratic,104407,102347,0.980269522,Democratic,0.389549301,Democratic 9% or more,SC,48
New Hampshire,1936,"Roosevelt, Franklin (FDR)         ",Democratic,218114,108460,0.497262899,Republican,0.115632382,Republican 9% or more,NH,38
Massachusetts,1936,"Roosevelt, Franklin (FDR)         ",Democratic,1840357,942716,0.512246265,Republican,0.073722757,Republican 4-9%,MA,29
Rhode Island,1936,"Roosevelt, Franklin (FDR)         ",Democratic,311178,165238,0.531007976,Republican,0.055332362,Republican 4-9%,RI,22
Kansas,1936,"Roosevelt, Franklin (FDR)         ",Democratic,865514,464520,0.536698424,Republican,0.085858592,Republican 4-9%,KS,33
South Dakota,1936,"Roosevelt, Franklin (FDR)         ",Democratic,296452,160137,0.540178511,Republican,0.064894048,Republican 4-9%,SD,25
Iowa,1936,"Roosevelt, Franklin (FDR)         ",Democratic,1142733,621756,0.544095602,Republican,0.064315224,Republican 4-9%,IA,24
Delaware,1936,"Roosevelt, Franklin (FDR)         ",Democratic,127603,69702,0.546241076,Republican,0.075487821,Republican 4-9%,DE,31
Connecticut,1936,"Roosevelt, Franklin (FDR)         ",Democratic,690723,382129,0.553230456,Republican,0.046320399,Republican 4-9%,CT,17
Maine,1936,"Landon, Alf                       ",Republican,304240,168823,0.554900736,Republican,0.196569419,Republican 9% or more,ME,42
Michigan,1936,"Roosevelt, Franklin (FDR)         ",Democratic,1805098,1016794,0.563290193,Republican,0.032235155,Republican 0-4%,MI,13
Vermont,1936,"Landon, Alf                       ",Republican,143689,81023,0.563877541,Republican,0.190603094,Republican 9% or more,VT,40
Indiana,1936,"Roosevelt, Franklin (FDR)         ",Democratic,1650897,934974,0.566343024,Republican,0.049768087,Republican 4-9%,IN,19
Pennsylvania,1936,"Roosevelt, Franklin (FDR)         ",Democratic,4138426,2353987,0.568812152,Republican,0.042523729,Republican 4-9%,PA,16
Nebraska,1936,"Roosevelt, Franklin (FDR)         ",Democratic,608023,347445,0.571433975,Republican,0.040822034,Republican 4-9%,NE,14
Illinois,1936,"Roosevelt, Franklin (FDR)         ",Democratic,3956522,2282999,0.577021687,Republican,0.032125764,Republican 0-4%,IL,12
Ohio,1936,"Roosevelt, Franklin (FDR)         ",Democratic,3012589,1747140,0.579946352,Republican,0.016888607,Republican 0-4%,OH,6
Kentucky,1936,"Roosevelt, Franklin (FDR)         ",Democratic,926206,541944,0.585122532,Republican,0.030122944,Republican 0-4%,KY,10
New York,1936,"Roosevelt, Franklin (FDR)         ",Democratic,5596398,3293222,0.588453859,Republican,0.022967045,Republican 0-4%,NY,8
New Jersey,1936,"Roosevelt, Franklin (FDR)         ",Democratic,1820437,1083850,0.595379022,Republican,0.023844041,Republican 0-4%,NJ,9
North Dakota,1936,"Roosevelt, Franklin (FDR)         ",Democratic,273716,163148,0.596048459,Democratic,0.067010534,Democratic 4-9%,ND,28
Colorado,1936,"Roosevelt, Franklin (FDR)         ",Democratic,488684,295021,0.603705053,Republican,0.00517329,Republican 0-4%,CO,2
West Virginia,1936,"Roosevelt, Franklin (FDR)         ",Democratic,829945,502582,0.605560609,Republican,0.017563454,Republican 0-4%,WV,7
Wyoming,1936,"Roosevelt, Franklin (FDR)         ",Democratic,103382,62624,0.605753419,Republican,0.006771408,Republican 0-4%,WY,3
Missouri,1936,"Roosevelt, Franklin (FDR)         ",Democratic,1828635,1111043,0.607580518,Republican,0.01039289,Republican 0-4%,MO,5
Minnesota,1936,"Roosevelt, Franklin (FDR)         ",Democratic,1129975,698811,0.618430496,Democratic,0.04140551,Democratic 4-9%,MN,15
Maryland,1936,"Roosevelt, Franklin (FDR)         ",Democratic,624896,389612,0.623482948,Democratic,0.002756512,Democratic 0-4%,MD,1
New Mexico,1936,"Roosevelt, Franklin (FDR)         ",Democratic,169136,106037,0.626933355,Democratic,0.007469981,Democratic 0-4%,NM,4
Idaho,1936,"Roosevelt, Franklin (FDR)         ",Democratic,199617,125683,0.629620724,Democratic,0.030216463,Democratic 0-4%,ID,11
Wisconsin,1936,"Roosevelt, Franklin (FDR)         ",Democratic,1258560,802984,0.638018052,Democratic,0.053713117,Democratic 4-9%,WI,20
Oregon,1936,"Roosevelt, Franklin (FDR)         ",Democratic,414021,266733,0.644249929,Democratic,0.060325462,Democratic 4-9%,OR,23
Washington,1936,"Roosevelt, Franklin (FDR)         ",Democratic,692338,459579,0.663807273,Democratic,0.064980356,Democratic 4-9%,WA,26
Oklahoma,1936,"Roosevelt, Franklin (FDR)         ",Democratic,749740,501069,0.668323686,Democratic,0.046911804,Democratic 4-9%,OK,18
California,1936,"Roosevelt, Franklin (FDR)         ",Democratic,2638882,1766836,0.6695396,Democratic,0.054108963,Democratic 4-9%,CA,21
Tennessee,1936,"Roosevelt, Franklin (FDR)         ",Democratic,475538,327083,0.687816747,Democratic,0.066036427,Democratic 4-9%,TN,27
Montana,1936,"Roosevelt, Franklin (FDR)         ",Democratic,230512,159690,0.692762199,Democratic,0.090584488,Democratic 9% or more,MT,34
Utah,1936,"Roosevelt, Franklin (FDR)         ",Democratic,216677,150246,0.693410007,Democratic,0.074875484,Democratic 4-9%,UT,30
Arizona,1936,"Roosevelt, Franklin (FDR)         ",Democratic,124163,86722,0.69845284,Democratic,0.097160539,Democratic 9% or more,AZ,35
Virginia,1936,"Roosevelt, Franklin (FDR)         ",Democratic,334590,234980,0.702292358,Democratic,0.080386126,Democratic 4-9%,VA,32
Nevada,1936,"Roosevelt, Franklin (FDR)         ",Democratic,43848,31925,0.728083379,Democratic,0.103492846,Democratic 9% or more,NV,36
North Carolina,1936,"Roosevelt, Franklin (FDR)         ",Democratic,839464,616141,0.733969533,Democratic,0.109413975,Democratic 9% or more,NC,37
Florida,1936,"Roosevelt, Franklin (FDR)         ",Democratic,327432,249117,0.760820567,Democratic,0.136385747,Democratic 9% or more,FL,39
Arkansas,1936,"Roosevelt, Franklin (FDR)         ",Democratic,179423,146765,0.817983202,Democratic,0.196224438,Democratic 9% or more,AR,41
Alabama,1936,"Roosevelt, Franklin (FDR)         ",Democratic,275744,238196,0.863830219,Democratic,0.24615528,Democratic 9% or more,AL,43
Texas,1936,"Roosevelt, Franklin (FDR)         ",Democratic,849736,739952,0.870802226,Democratic,0.251493543,Democratic 9% or more,TX,45
Georgia,1936,"Roosevelt, Franklin (FDR)         ",Democratic,293178,255364,0.871020336,Democratic,0.249028209,Democratic 9% or more,GA,44
Louisiana,1936,"Roosevelt, Franklin (FDR)         ",Democratic,329778,292894,0.888155062,Democratic,0.263815066,Democratic 9% or more,LA,46
Mississippi,1936,"Roosevelt, Franklin (FDR)         ",Democratic,162142,157333,0.970340812,Democratic,0.347801309,Democratic 9% or more,MS,47
South Carolina,1936,"Roosevelt, Franklin (FDR)         ",Democratic,115437,113791,0.98574114,Democratic,0.361150607,Democratic 9% or more,SC,48
Michigan,1940,"Wilkie, Wendell                   ",Republican,2085929,1039917,0.49853902,Republican,0.051668856,Republican 4-9%,MI,26
Wisconsin,1940,"Roosevelt, Franklin (FDR)         ",Democratic,1405522,704821,0.501465648,Republican,0.040744463,Republican 4-9%,WI,23
Indiana,1940,"Wilkie, Wendell                   ",Republican,1782747,899466,0.504539343,Republican,0.057159966,Republican 4-9%,IN,27
Colorado,1940,"Wilkie, Wendell                   ",Republican,549004,279576,0.509242191,Republican,0.062859409,Republican 4-9%,CO,29
Illinois,1940,"Roosevelt, Franklin (FDR)         ",Democratic,4217935,2149934,0.509712454,Republican,0.037764549,Republican 0-4%,IL,20
Maine,1940,"Wilkie, Wendell                   ",Republican,320840,163951,0.511005486,Republican,0.061659186,Republican 4-9%,ME,28
Minnesota,1940,"Roosevelt, Franklin (FDR)         ",Democratic,1251188,644196,0.51486747,Republican,0.030682191,Republican 0-4%,MN,16
New York,1940,"Roosevelt, Franklin (FDR)         ",Democratic,6313897,3251918,0.515041345,Republican,0.032127111,Republican 0-4%,NY,19
New Jersey,1940,"Roosevelt, Franklin (FDR)         ",Democratic,1972552,1016808,0.515478426,Republican,0.031822234,Republican 0-4%,NJ,18
Iowa,1940,"Wilkie, Wendell                   ",Republican,1215430,632370,0.520285002,Republican,0.072113236,Republican 4-9%,IA,30
Ohio,1940,"Roosevelt, Franklin (FDR)         ",Democratic,3319912,1733139,0.522043657,Republican,0.0279546,Republican 0-4%,OH,15
Missouri,1940,"Roosevelt, Franklin (FDR)         ",Democratic,1833729,958476,0.522692284,Republican,0.026093441,Republican 0-4%,MO,13
Wyoming,1940,"Roosevelt, Franklin (FDR)         ",Democratic,112240,59287,0.528216322,Republican,0.020271666,Republican 0-4%,WY,10
Massachusetts,1940,"Roosevelt, Franklin (FDR)         ",Democratic,2026993,1076522,0.531093102,Republican,0.016067965,Republican 0-4%,MA,6
New Hampshire,1940,"Roosevelt, Franklin (FDR)         ",Democratic,235419,125292,0.53220853,Republican,0.017789726,Republican 0-4%,NH,8
Pennsylvania,1940,"Roosevelt, Franklin (FDR)         ",Democratic,4078714,2171035,0.532284195,Republican,0.015376845,Republican 0-4%,PA,5
Connecticut,1940,"Roosevelt, Franklin (FDR)         ",Democratic,781502,417621,0.53438251,Republican,0.014202044,Republican 0-4%,CT,4
Oregon,1940,"Roosevelt, Franklin (FDR)         ",Democratic,481240,258415,0.536977392,Republican,0.009347169,Republican 0-4%,OR,3
Idaho,1940,"Roosevelt, Franklin (FDR)         ",Democratic,235168,127842,0.54361988,Republican,0.004585598,Republican 0-4%,ID,2
Delaware,1940,"Roosevelt, Franklin (FDR)         ",Democratic,136374,74599,0.54701776,Republican,0.001633449,Republican 0-4%,DE,1
Vermont,1940,"Wilkie, Wendell                   ",Republican,143062,78371,0.547811438,Republican,0.099430393,Republican 9% or more,VT,33
North Dakota,1940,"Wilkie, Wendell                   ",Republican,280775,154590,0.550583207,Republican,0.104828028,Republican 9% or more,ND,34
New Mexico,1940,"Roosevelt, Franklin (FDR)         ",Democratic,183258,103699,0.565863428,Democratic,0.016619598,Democratic 0-4%,NM,7
Rhode Island,1940,"Roosevelt, Franklin (FDR)         ",Democratic,321148,182182,0.56728362,Democratic,0.017838794,Democratic 0-4%,RI,9
Kansas,1940,"Wilkie, Wendell                   ",Republican,860297,489169,0.568604796,Republican,0.122866786,Republican 9% or more,KS,36
West Virginia,1940,"Roosevelt, Franklin (FDR)         ",Democratic,868076,495662,0.570989176,Democratic,0.02099092,Democratic 0-4%,WV,11
Nebraska,1940,"Wilkie, Wendell                   ",Republican,615878,352201,0.57186813,Republican,0.121866386,Republican 9% or more,NE,35
Oklahoma,1940,"Roosevelt, Franklin (FDR)         ",Democratic,826212,474313,0.574081471,Democratic,0.026194216,Democratic 0-4%,OK,14
South Dakota,1940,"Wilkie, Wendell                   ",Republican,308427,177065,0.574090465,Republican,0.124088722,Republican 9% or more,SD,37
California,1940,"Roosevelt, Franklin (FDR)         ",Democratic,3268791,1877618,0.57440748,Democratic,0.03148099,Democratic 0-4%,CA,17
Kentucky,1940,"Roosevelt, Franklin (FDR)         ",Democratic,970163,557322,0.57446223,Democratic,0.02592253,Democratic 0-4%,KY,12
Washington,1940,"Roosevelt, Franklin (FDR)         ",Democratic,793833,462145,0.582169046,Democratic,0.039270973,Democratic 0-4%,WA,22
Maryland,1940,"Roosevelt, Franklin (FDR)         ",Democratic,660117,384546,0.582542186,Democratic,0.037920653,Democratic 0-4%,MD,21
Montana,1940,"Roosevelt, Franklin (FDR)         ",Democratic,247873,145698,0.587792942,Democratic,0.044015858,Democratic 4-9%,MT,24
Nevada,1940,"Roosevelt, Franklin (FDR)         ",Democratic,53174,31945,0.600763531,Democratic,0.050765275,Democratic 4-9%,NV,25
Utah,1940,"Roosevelt, Franklin (FDR)         ",Democratic,247819,154277,0.622539031,Democratic,0.073524546,Democratic 4-9%,UT,31
Arizona,1940,"Roosevelt, Franklin (FDR)         ",Democratic,150039,95267,0.634948247,Democratic,0.088105657,Democratic 4-9%,AZ,32
Tennessee,1940,"Roosevelt, Franklin (FDR)         ",Democratic,522823,351601,0.672504844,Democratic,0.125178507,Democratic 9% or more,TN,38
Virginia,1940,"Roosevelt, Franklin (FDR)         ",Democratic,346607,235961,0.680773902,Democratic,0.13330496,Democratic 9% or more,VA,39
Florida,1940,"Roosevelt, Franklin (FDR)         ",Democratic,485492,359334,0.740144019,Democratic,0.190145763,Democratic 9% or more,FL,40
North Carolina,1940,"Roosevelt, Franklin (FDR)         ",Democratic,822648,609015,0.740310558,Democratic,0.190312302,Democratic 9% or more,NC,41
Arkansas,1940,"Roosevelt, Franklin (FDR)         ",Democratic,200743,158622,0.790174502,Democratic,0.240176245,Democratic 9% or more,AR,42
Texas,1940,"Roosevelt, Franklin (FDR)         ",Democratic,1124531,909974,0.809203126,Democratic,0.260549137,Democratic 9% or more,TX,43
Georgia,1940,"Roosevelt, Franklin (FDR)         ",Democratic,312551,265194,0.848482328,Democratic,0.301199289,Democratic 9% or more,GA,44
Alabama,1940,"Roosevelt, Franklin (FDR)         ",Democratic,294219,250726,0.852174741,Democratic,0.30598481,Democratic 9% or more,AL,45
Louisiana,1940,"Roosevelt, Franklin (FDR)         ",Democratic,372305,319751,0.858841541,Democratic,0.309092494,Democratic 9% or more,LA,46
South Carolina,1940,"Roosevelt, Franklin (FDR)         ",Democratic,99832,95470,0.956306595,Democratic,0.406327498,Democratic 9% or more,SC,47
Mississippi,1940,"Roosevelt, Franklin (FDR)         ",Democratic,175824,168267,0.95701952,Democratic,0.408072927,Democratic 9% or more,MS,48
Ohio,1944,"Dewey, Thomas                     ",Republican,3153056,1582293,0.501828385,Republican,0.039566399,Republican 0-4%,OH,23
Michigan,1944,"Roosevelt, Franklin (FDR)         ",Democratic,2205223,1106899,0.501944248,Republican,0.032609603,Republican 0-4%,MI,21
New Jersey,1944,"Roosevelt, Franklin (FDR)         ",Democratic,1963761,987874,0.503052052,Republican,0.030930381,Republican 0-4%,NJ,20
Wisconsin,1944,"Dewey, Thomas                     ",Republican,1339152,674532,0.503700849,Republican,0.046839901,Republican 4-9%,WI,24
Pennsylvania,1944,"Roosevelt, Franklin (FDR)         ",Democratic,3794793,1940479,0.511353057,Republican,0.023776409,Republican 0-4%,PA,18
Wyoming,1944,"Dewey, Thomas                     ",Republican,101340,51921,0.512344583,Republican,0.050082597,Republican 4-9%,WY,26
Missouri,1944,"Roosevelt, Franklin (FDR)         ",Democratic,1572474,807804,0.51371533,Republican,0.022992849,Republican 0-4%,MO,17
Illinois,1944,"Roosevelt, Franklin (FDR)         ",Democratic,4036061,2079479,0.515224869,Republican,0.02029932,Republican 0-4%,IL,16
Idaho,1944,"Roosevelt, Franklin (FDR)         ",Democratic,208321,107399,0.51554572,Republican,0.020242254,Republican 0-4%,ID,15
Oregon,1944,"Roosevelt, Franklin (FDR)         ",Democratic,480147,248635,0.517830998,Republican,0.013191601,Republican 0-4%,OR,11
Maryland,1944,"Roosevelt, Franklin (FDR)         ",Democratic,608439,315490,0.518523632,Republican,0.019214382,Republican 0-4%,MD,13
Iowa,1944,"Dewey, Thomas                     ",Republican,1052599,547267,0.519919742,Republican,0.060366729,Republican 4-9%,IA,28
New Hampshire,1944,"Roosevelt, Franklin (FDR)         ",Democratic,229627,119663,0.521119032,Republican,0.016510027,Republican 0-4%,NH,12
Connecticut,1944,"Roosevelt, Franklin (FDR)         ",Democratic,831990,435146,0.523018306,Republican,0.010718238,Republican 0-4%,CT,8
New York,1944,"Roosevelt, Franklin (FDR)         ",Democratic,6316817,3304238,0.523085915,Republican,0.012579337,Republican 0-4%,NY,10
Indiana,1944,"Dewey, Thomas                     ",Republican,1672091,875891,0.523829744,Republican,0.066244724,Republican 4-9%,IN,30
Minnesota,1944,"Roosevelt, Franklin (FDR)         ",Democratic,1125529,589864,0.524077123,Republican,0.009791573,Republican 0-4%,MN,7
Maine,1944,"Dewey, Thomas                     ",Republican,296400,155434,0.524406208,Republican,0.062737592,Republican 4-9%,ME,29
Massachusetts,1944,"Roosevelt, Franklin (FDR)         ",Democratic,1960665,1035296,0.528033091,Republican,0.00862033,Republican 0-4%,MA,5
Colorado,1944,"Dewey, Thomas                     ",Republican,505039,268731,0.532099501,Republican,0.071928631,Republican 4-9%,CO,33
New Mexico,1944,"Roosevelt, Franklin (FDR)         ",Democratic,152225,81389,0.534662506,Republican,0.002555179,Republican 0-4%,NM,1
North Dakota,1944,"Dewey, Thomas                     ",Republican,220171,118535,0.538376989,Republican,0.079788234,Republican 4-9%,ND,34
Montana,1944,"Roosevelt, Franklin (FDR)         ",Democratic,207355,112556,0.542817873,Democratic,0.00939667,Democratic 0-4%,MT,6
Delaware,1944,"Roosevelt, Franklin (FDR)         ",Democratic,125361,68166,0.543757628,Democratic,0.007969799,Democratic 0-4%,DE,2
Kentucky,1944,"Roosevelt, Franklin (FDR)         ",Democratic,867921,472589,0.544506931,Democratic,0.008584282,Democratic 0-4%,KY,4
Nevada,1944,"Roosevelt, Franklin (FDR)         ",Democratic,54234,29623,0.546207176,Democratic,0.008469162,Democratic 0-4%,NV,3
West Virginia,1944,"Roosevelt, Franklin (FDR)         ",Democratic,715596,392777,0.548880933,Democratic,0.011142919,Democratic 0-4%,WV,9
Oklahoma,1944,"Roosevelt, Franklin (FDR)         ",Democratic,722636,401549,0.555672565,Democratic,0.019216269,Democratic 0-4%,OK,14
California,1944,"Roosevelt, Franklin (FDR)         ",Democratic,3520875,1988564,0.564792559,Democratic,0.030175032,Democratic 0-4%,CA,19
Washington,1944,"Roosevelt, Franklin (FDR)         ",Democratic,856328,486774,0.5684434,Democratic,0.035974688,Democratic 0-4%,WA,22
Vermont,1944,"Dewey, Thomas                     ",Republican,125361,71527,0.570568199,Republican,0.10836994,Republican 9% or more,VT,36
South Dakota,1944,"Dewey, Thomas                     ",Republican,232076,135365,0.583278754,Republican,0.121016768,Republican 9% or more,SD,37
